id_propiedad,zona,anillo_vial,estrato_socioeconomico,latitud,longitud,distancia_centro_km,distancia_av_banzer_km,tipo_propiedad,superficie_total_m2,superficie_construida_m2,habitaciones,banos,pisos,garage_vehiculos,antiguedad_anos,estado_conservacion,material_construccion,orientacion,tiene_piscina,tiene_jardin,amueblado,tiene_ascensor,seguridad_24h,precio_m2_usd,precio_total_usd,precio_total_bs,fecha_publicacion,disponible
SC-04910,Barrio Sirari,3,Medio-Alto,-17.74797,-63.195278,5.29,1.99,Casa,354,145,2,1,1,4,33,Regular,Ladrillo,Oeste,0,1,1,0,1,481.8,66500.0,462800.0,2022-08-13,1
SC-04911,Norte (Radial 26),4,Medio-Alto,-17.713994,-63.160233,9.96,1.78,Oficina,294,120,3,1,3,4,41,Malo,Hormigón armado,Este,0,0,1,0,1,193.33,23400.0,162900.0,2023-07-30,1
SC-04912,Sur (Doble Vía La Guardia),4,Medio,-17.825904,-63.176936,5.3,10.65,Terreno,884,0,0,0,0,0,0,Excelente,Hormigón armado,Oeste,0,0,0,0,0,207.56,186900.0,1300800.0,2022-07-28,0
SC-04913,El Trompillo,2,Medio-Alto,-17.790159,-63.198263,2.51,6.68,Departamento,89,79,4,1,1,0,17,Excelente,Steel frame,Suroeste,0,0,1,1,0,427.29,32400.0,225500.0,2023-05-13,1
SC-04914,Palermo,3,Medio,-17.772658,-63.169973,2.42,4.74,Departamento,223,195,1,2,1,2,13,Bueno,Hormigón armado,Noreste,0,0,0,1,0,335.53,65000.0,452400.0,2022-06-12,0
SC-04915,Sur (Doble Vía La Guardia),4,Medio,-17.816051,-63.187286,4.23,9.55,Local Comercial,172,78,6,4,2,2,32,Regular,Mixto,Este,0,0,0,0,0,181.95,13700.0,95400.0,2023-12-04,0
SC-04916,Equipetrol Norte,3,Alto,-17.761833,-63.167864,3.84,3.53,Casa,379,154,2,4,2,1,16,Regular,Ladrillo,Sur,0,0,1,0,1,933.77,150800.0,1049600.0,2022-11-05,1
SC-04917,Av. Banzer (norte),4,Medio-Alto,-17.734931,-63.177932,5.77,0.55,Departamento,109,108,2,2,1,2,6,Regular,Hormigón armado,Sureste,0,0,1,0,1,447.88,47500.0,330600.0,2023-03-03,1
SC-04918,Barrio Sirari,3,Medio-Alto,-17.732552,-63.192055,6.66,0.28,Casa,179,127,2,2,2,2,34,Bueno,Ladrillo,Oeste,0,0,1,0,1,551.1,70600.0,491400.0,2023-10-30,0
SC-04919,El Trompillo,2,Medio-Alto,-17.785501,-63.205405,2.75,6.16,Casa,414,168,4,3,3,0,28,Bueno,Mixto,Sureste,0,1,0,0,0,362.25,62200.0,432900.0,2023-02-22,0
SC-04920,Av. Paurito,5,Medio-Bajo,-17.813086,-63.214197,6.74,9.22,Casa,373,191,5,4,2,2,33,Regular,Mixto,Noroeste,0,0,0,0,0,220.99,42500.0,295800.0,2023-04-27,1
SC-04921,Warnes,6,Bajo,-17.511934,-63.156913,32.74,24.21,Departamento,175,153,1,2,1,0,27,Bueno,Ladrillo,Sureste,0,0,1,1,0,86.05,12700.0,88400.0,2022-01-12,1
SC-04922,Villa 1ro de Mayo,4,Bajo,-17.817184,-63.147965,7.39,9.68,Casa,148,82,4,2,1,4,48,Excelente,Ladrillo,Noreste,0,0,1,0,0,146.41,12100.0,84200.0,2022-08-08,1
SC-04923,Palermo,3,Medio,-17.77787,-63.189248,1.34,5.31,Casa,668,278,6,3,3,3,42,Excelente,Hormigón armado,Suroeste,0,0,0,0,0,385.08,106400.0,740500.0,2024-02-05,1
SC-04924,Cotoca (periurbano),6,Bajo,-17.816982,-63.045208,18.23,9.66,Duplex,267,123,5,2,2,0,38,Regular,Hormigón armado,Oeste,0,0,1,0,0,136.47,17500.0,121800.0,2023-10-26,0
SC-04925,Hamacas,2,Alto-Medio,-17.741411,-63.206558,7.21,1.27,Departamento,77,70,1,2,1,1,14,Malo,Ladrillo,Suroeste,0,0,1,1,1,508.08,37100.0,258200.0,2022-02-24,1
SC-04926,Plan 3000,4,Bajo,-17.809382,-63.146514,6.68,8.81,Casa,597,256,3,2,1,2,49,Regular,Steel frame,Suroeste,0,0,1,0,0,157.37,39500.0,274900.0,2024-01-13,1
SC-04927,Sur (Doble Vía La Guardia),4,Medio,-17.829326,-63.169627,6.45,11.03,Terreno,190,0,0,0,0,0,0,Bueno,Hormigón armado,Noroeste,0,0,1,0,0,147.7,26800.0,186500.0,2022-08-29,1
SC-04928,Equipetrol Norte,3,Alto,-17.766129,-63.185208,2.21,4.01,Casa,63,48,2,1,1,4,21,Bueno,Adobe,Norte,0,0,0,0,1,969.95,44900.0,312500.0,2023-04-01,1
SC-04929,Los Pozos,3,Medio,-17.780513,-63.15702,2.92,5.61,Oficina,183,84,4,4,2,4,32,Excelente,Mixto,Este,0,0,0,1,0,240.18,20900.0,145500.0,2022-01-19,1
SC-04930,Equipetrol Sur,3,Alto,-17.774268,-63.198651,2.73,4.91,Departamento,72,69,4,3,1,1,5,Bueno,Hormigón armado,Suroeste,1,0,0,1,1,1087.25,72600.0,505300.0,2024-04-09,1
SC-04931,Barrio Sirari,3,Medio-Alto,-17.732882,-63.17529,6.27,0.32,Casa,361,151,2,2,2,2,5,Regular,Mixto,Noreste,0,0,1,0,0,431.58,67800.0,471900.0,2023-06-23,1
SC-04932,Av. Banzer (norte),4,Medio-Alto,-17.716477,-63.187261,7.94,1.5,Terreno,307,0,0,0,0,0,0,Bueno,Mixto,Noreste,0,0,0,0,0,356.5,113500.0,790000.0,2023-03-19,1
SC-04933,Cotoca (periurbano),6,Bajo,-17.807295,-63.064331,15.13,8.58,Casa,592,372,6,4,3,1,34,En construcción,Mixto,Noreste,0,1,0,0,0,139.17,49600.0,345200.0,2022-12-07,1
SC-04934,Plan 3000,4,Bajo,-17.789832,-63.144194,4.75,6.64,Terreno,170,0,0,0,0,0,0,Bueno,Hormigón armado,Suroeste,0,0,1,0,0,139.7,23200.0,161500.0,2023-09-02,0
SC-04935,Urbarí,2,Alto,-17.778193,-63.196052,2.02,5.35,Terreno,341,0,0,0,0,0,0,Bueno,Hormigón armado,Suroeste,0,0,0,0,1,546.57,181400.0,1262500.0,2023-06-10,1
SC-04936,Urbarí,2,Alto,-17.780359,-63.1928,1.43,5.59,Casa,265,219,4,3,1,3,14,Malo,Hormigón armado,Sur,1,0,0,0,0,535.97,122700.0,854000.0,2022-09-14,0
SC-04937,Plan 3000,4,Bajo,-17.800126,-63.139363,6.41,7.78,Duplex,306,191,6,4,1,3,13,Bueno,Mixto,Norte,0,1,0,0,0,327.04,65200.0,453800.0,2023-02-13,1
SC-04938,Beni (zona norte),3,Medio-Alto,-17.748447,-63.173122,4.77,2.05,Departamento,133,125,3,2,1,1,30,Excelente,Hormigón armado,Norte,0,0,1,0,1,401.31,48700.0,339000.0,2024-03-12,1
SC-04939,Av. Cristo Redentor,3,Medio,-17.765308,-63.168041,3.44,3.92,Departamento,85,76,3,2,1,2,13,Bueno,Hormigón armado,Sureste,0,0,0,0,0,275.98,20200.0,140600.0,2023-12-05,1
SC-04940,Hamacas,2,Alto-Medio,-17.744543,-63.197116,5.87,1.61,Departamento,107,106,2,2,1,2,29,Regular,Mixto,Suroeste,0,0,0,0,1,385.87,42000.0,292300.0,2023-08-19,1
SC-04941,Equipetrol Norte,3,Alto,-17.756354,-63.175461,3.65,2.93,Oficina,494,210,5,2,1,4,31,Excelente,Hormigón armado,Oeste,0,0,0,0,1,1118.17,242200.0,1685700.0,2023-02-18,0
SC-04942,Casco Viejo,1,Medio,-17.785066,-63.169873,1.51,6.11,Departamento,78,69,2,1,1,1,19,En construcción,Hormigón armado,Sureste,0,0,1,1,0,362.0,26000.0,181000.0,2023-05-09,1
SC-04943,Casco Viejo,1,Medio,-17.792774,-63.177146,1.6,6.97,Casa,330,264,3,2,1,2,41,Bueno,Ladrillo,Noreste,0,1,0,0,0,385.37,105300.0,732900.0,2023-05-28,0
SC-04944,Palermo,3,Medio,-17.775914,-63.177425,1.27,5.1,Oficina,436,192,4,3,2,2,30,Bueno,Ladrillo,Este,0,0,0,1,0,292.91,55700.0,387700.0,2022-08-18,1
SC-04945,Av. Paurito,5,Medio-Bajo,-17.797818,-63.212081,4.82,7.53,Terreno,207,0,0,0,0,0,0,Excelente,Hormigón armado,Este,0,0,1,0,0,164.83,34900.0,242900.0,2024-05-21,1
SC-04946,Las Palmas,2,Alto-Medio,-17.744502,-63.193766,5.52,1.61,Departamento,92,91,1,1,1,2,7,Bueno,Mixto,Norte,0,0,1,0,1,676.42,60500.0,421100.0,2024-03-12,1
SC-04947,Av. Cristo Redentor,3,Medio,-17.782447,-63.159944,2.39,5.82,Departamento,140,125,4,2,1,0,15,Bueno,Hormigón armado,Sur,0,0,0,0,0,357.16,44800.0,311800.0,2022-06-30,0
SC-04948,Equipetrol Norte,3,Alto,-17.743281,-63.186618,4.9,1.47,Casa,616,396,4,1,2,0,24,Bueno,Ladrillo,Sur,1,1,0,0,0,654.02,247800.0,1724700.0,2022-08-31,0
SC-04949,Barrio Sirari,3,Medio-Alto,-17.757038,-63.182674,2.95,3.0,Casa,196,140,6,1,1,4,24,En construcción,Hormigón armado,Oeste,0,1,1,0,1,436.86,61100.0,425300.0,2023-07-28,0
SC-04950,Villa 1ro de Mayo,4,Bajo,-17.807782,-63.146777,6.47,8.63,Departamento,151,139,4,3,1,0,18,Regular,Hormigón armado,Este,0,0,0,0,0,203.21,28600.0,199100.0,2023-11-05,1
SC-04951,Beni (zona norte),3,Medio-Alto,-17.75401,-63.181504,3.27,2.67,Casa,306,222,6,1,1,3,2,Regular,Hormigón armado,Noreste,0,0,0,0,1,448.46,101100.0,703700.0,2022-05-05,1
SC-04952,Cotoca (periurbano),6,Bajo,-17.79685,-63.052843,15.19,7.42,Casa,252,160,5,3,1,0,23,Bueno,Hormigón armado,Sur,0,0,0,0,0,121.72,19200.0,133600.0,2022-08-18,1
SC-04953,Beni (zona norte),3,Medio-Alto,-17.754754,-63.160588,5.4,2.75,Terreno,170,0,0,0,0,0,0,Excelente,Hormigón armado,Oeste,0,0,1,0,1,296.76,52500.0,365400.0,2024-06-18,1
SC-04954,Barrio Sirari,3,Medio-Alto,-17.752308,-63.200715,5.38,2.48,Terreno,107,0,0,0,0,0,0,Regular,Hormigón armado,Noroeste,0,0,0,0,1,292.49,32300.0,224800.0,2024-05-07,1
SC-04955,Urbarí,2,Alto,-17.777557,-63.20074,2.58,5.28,Penthouse,119,114,4,1,1,0,10,Regular,Hormigón armado,Sur,1,0,0,1,0,830.4,97700.0,680000.0,2022-02-23,1
SC-04956,Equipetrol Sur,3,Alto,-17.766766,-63.188049,2.44,4.08,Oficina,310,135,6,3,1,1,43,Bueno,Ladrillo,Este,0,0,0,0,1,659.23,91900.0,639600.0,2024-04-12,0
SC-04957,El Trompillo,2,Medio-Alto,-17.804679,-63.200391,4.35,8.29,Departamento,190,179,3,3,1,0,27,Regular,Hormigón armado,Sur,0,0,1,0,0,401.25,74200.0,516400.0,2023-10-02,0
SC-04958,Warnes,6,Bajo,-17.512255,-63.152036,33.22,24.17,Departamento,99,95,1,2,1,0,13,Regular,Ladrillo,Sur,0,0,0,1,0,165.3,15500.0,107900.0,2022-04-21,1
SC-04959,Palermo,3,Medio,-17.774433,-63.191928,2.0,4.93,Casa,165,82,2,4,3,0,28,En construcción,Hormigón armado,Noreste,0,1,0,0,0,310.02,24300.0,169100.0,2023-11-22,0
SC-04960,Palermo,3,Medio,-17.778987,-63.165187,2.22,5.44,Departamento,92,85,1,2,1,2,8,Regular,Hormigón armado,Norte,0,0,0,0,0,252.84,21100.0,146900.0,2023-09-23,1
SC-04961,Norte (Radial 26),4,Medio-Alto,-17.727032,-63.157827,8.77,0.33,Terreno,296,0,0,0,0,0,0,Bueno,Ladrillo,Oeste,0,0,0,0,0,358.01,100700.0,700900.0,2023-09-17,1
SC-04962,Villa 1ro de Mayo,4,Bajo,-17.816098,-63.149129,7.15,9.56,Departamento,128,117,2,1,1,2,23,Regular,Hormigón armado,Sur,0,0,0,1,0,212.73,24000.0,167000.0,2024-02-20,1
SC-04963,El Trompillo,2,Medio-Alto,-17.807609,-63.185744,3.13,8.61,Casa,163,92,3,4,3,2,19,En construcción,Hormigón armado,Noroeste,0,0,0,0,1,474.21,42800.0,297900.0,2024-03-27,1
SC-04964,Norte (Radial 26),4,Medio-Alto,-17.708289,-63.168238,9.75,2.41,Casa,196,109,6,4,1,1,29,Bueno,Adobe,Sureste,0,1,1,0,0,437.19,47400.0,329900.0,2024-04-27,1
SC-04965,Las Palmas,2,Alto-Medio,-17.7541,-63.19438,4.52,2.68,Local Comercial,262,166,2,2,3,4,9,Bueno,Mixto,Sureste,0,0,0,0,1,699.64,116400.0,810100.0,2024-06-03,1
SC-04966,Av. Paurito,5,Medio-Bajo,-17.791642,-63.214702,4.42,6.84,Terreno,399,0,0,0,0,0,0,Excelente,Hormigón armado,Sureste,0,0,0,0,0,156.52,63400.0,441300.0,2024-02-06,1
SC-04967,Las Palmas,2,Alto-Medio,-17.745355,-63.208634,6.99,1.7,Terreno,285,0,0,0,0,0,0,Bueno,Hormigón armado,Este,1,0,0,0,0,465.58,127500.0,887400.0,2023-12-25,1
SC-04968,Equipetrol Sur,3,Alto,-17.773206,-63.18869,1.79,4.8,Local Comercial,347,163,2,3,3,3,47,Malo,Hormigón armado,Sur,1,0,1,0,0,347.05,53800.0,374400.0,2022-06-24,1
SC-04969,Av. Banzer (norte),4,Medio-Alto,-17.719765,-63.184387,7.27,1.14,Casa,340,155,3,2,2,1,22,Regular,Hormigón armado,Suroeste,0,1,0,0,1,508.07,81300.0,565800.0,2023-06-02,1
SC-04970,Las Palmas,2,Alto-Medio,-17.748444,-63.208585,6.65,2.05,Casa,356,153,3,1,3,1,21,Excelente,Hormigón armado,Noreste,1,1,0,0,1,814.1,124200.0,864400.0,2022-02-23,1
SC-04971,Palermo,3,Medio,-17.766283,-63.163272,3.84,4.03,Departamento,98,96,3,1,1,1,18,Regular,Mixto,Norte,0,0,1,0,0,209.74,19500.0,135700.0,2022-09-15,0
SC-04972,Casco Viejo,1,Medio,-17.791437,-63.172286,1.96,6.82,Terreno,566,0,0,0,0,0,0,Regular,Mixto,Este,0,0,1,0,0,241.82,134000.0,932600.0,2024-02-13,1
SC-04973,Av. Cristo Redentor,3,Medio,-17.759064,-63.154924,5.52,3.23,Casa,449,234,4,3,3,1,5,Malo,Mixto,Noreste,0,0,0,0,0,317.19,75100.0,522700.0,2023-08-21,1
SC-04974,Casco Viejo,1,Medio,-17.770104,-63.177073,1.95,4.45,Casa,376,191,6,2,1,4,39,Bueno,Mixto,Este,0,1,0,0,0,387.94,77200.0,537300.0,2023-03-25,0
SC-04975,El Trompillo,2,Medio-Alto,-17.803772,-63.184064,2.52,8.19,Local Comercial,232,117,5,2,1,4,17,Bueno,Ladrillo,Noreste,0,0,1,0,0,665.75,76300.0,531000.0,2023-03-29,1
SC-04976,Sur (Doble Vía La Guardia),4,Medio,-17.831005,-63.170735,6.52,11.21,Terreno,159,0,0,0,0,0,0,Bueno,Ladrillo,Este,0,0,0,0,0,262.93,39900.0,277700.0,2023-06-03,1
SC-04977,Equipetrol Sur,3,Alto,-17.774781,-63.181539,0.96,4.97,Penthouse,153,138,3,3,1,2,26,Malo,Ladrillo,Noreste,0,0,0,1,1,757.89,101600.0,707100.0,2023-01-26,1
SC-04978,Av. Paurito,5,Medio-Bajo,-17.791133,-63.213976,4.28,6.79,Duplex,501,221,5,4,2,3,23,Malo,Hormigón armado,Noreste,0,1,1,0,0,174.9,40400.0,281200.0,2024-04-20,1
SC-04979,Las Palmas,2,Alto-Medio,-17.763445,-63.191594,3.18,3.71,Casa,148,120,2,1,2,2,25,Regular,Ladrillo,Noreste,1,0,1,0,0,701.6,87500.0,609000.0,2024-05-19,1
SC-04980,El Trompillo,2,Medio-Alto,-17.787105,-63.206688,3.07,6.34,Duplex,279,221,5,2,2,1,39,Regular,Mixto,Noroeste,0,0,0,0,0,342.68,76700.0,533800.0,2024-02-12,1
SC-04981,Warnes,6,Bajo,-17.51083,-63.17973,30.45,24.33,Terreno,128,0,0,0,0,0,0,Bueno,Mixto,Sureste,0,0,1,0,0,173.93,22600.0,157300.0,2024-04-18,1
SC-04982,Sur (Doble Vía La Guardia),4,Medio,-17.810508,-63.181343,3.12,8.94,Terreno,165,0,0,0,0,0,0,Bueno,Hormigón armado,Oeste,0,0,1,0,0,216.7,36300.0,252600.0,2022-09-07,1
SC-04983,Plan 3000,4,Bajo,-17.786899,-63.127945,6.15,6.32,Departamento,113,108,4,1,1,0,2,Bueno,Hormigón armado,Oeste,0,0,0,0,0,205.37,22200.0,154500.0,2023-09-23,0
SC-04984,Las Palmas,2,Alto-Medio,-17.754934,-63.193139,4.29,2.77,Local Comercial,380,195,5,2,1,2,19,Malo,Hormigón armado,Sureste,1,0,1,0,1,389.29,73300.0,510200.0,2022-07-10,1
SC-04985,Hamacas,2,Alto-Medio,-17.746639,-63.198397,5.77,1.85,Departamento,81,80,3,2,1,2,14,Bueno,Adobe,Sur,1,0,0,1,0,562.36,46900.0,326400.0,2022-02-24,0
SC-04986,El Trompillo,2,Medio-Alto,-17.786259,-63.177943,0.79,6.24,Local Comercial,384,237,5,4,3,2,2,Bueno,Hormigón armado,Sur,0,0,0,0,0,525.47,124200.0,864400.0,2023-03-15,1
SC-04987,Palermo,3,Medio,-17.790849,-63.167496,2.4,6.75,Terreno,114,0,0,0,0,0,0,Regular,Mixto,Norte,0,0,1,0,0,260.67,30500.0,212300.0,2023-10-05,1
SC-04988,Urbarí,2,Alto,-17.763598,-63.189698,2.97,3.73,Oficina,376,165,5,3,3,3,50,Bueno,Hormigón armado,Sureste,0,0,1,0,1,561.26,93200.0,648700.0,2024-03-29,0
SC-04989,Hamacas,2,Alto-Medio,-17.752771,-63.185533,3.73,2.53,Departamento,143,134,2,3,1,1,5,Excelente,Ladrillo,Este,1,0,1,1,1,816.95,112500.0,783000.0,2022-03-31,1
SC-04990,Cotoca (periurbano),6,Bajo,-17.813009,-63.039052,18.44,9.21,Terreno,166,0,0,0,0,0,0,Bueno,Hormigón armado,Norte,0,0,0,0,0,116.75,19100.0,132900.0,2023-01-22,0
SC-04991,Los Pozos,3,Medio,-17.798643,-63.178483,2.11,7.62,Casa,530,265,5,2,2,3,43,Regular,Hormigón armado,Suroeste,0,0,1,0,0,183.61,48400.0,336900.0,2023-02-27,1
SC-04992,Casco Viejo,1,Medio,-17.781714,-63.168605,1.56,5.74,Terreno,100,0,0,0,0,0,0,Regular,Ladrillo,Suroeste,0,0,0,0,0,265.72,26200.0,182400.0,2023-10-06,1
SC-04993,Casco Viejo,1,Medio,-17.787381,-63.187701,1.09,6.37,Local Comercial,335,158,3,4,1,1,45,Bueno,Adobe,Noreste,0,0,1,0,0,371.56,58700.0,408600.0,2024-04-14,0
SC-04994,Barrio Sirari,3,Medio-Alto,-17.736859,-63.185742,5.52,0.76,Casa,186,110,4,1,2,2,27,Bueno,Ladrillo,Sur,0,1,1,0,1,555.35,59100.0,411300.0,2022-01-27,1
SC-04995,El Trompillo,2,Medio-Alto,-17.796549,-63.187847,2.12,7.39,Casa,405,165,5,1,3,1,15,Excelente,Ladrillo,Sur,0,1,1,0,1,492.11,78800.0,548400.0,2022-12-26,1
SC-04996,Cotoca (periurbano),6,Bajo,-17.796677,-63.05812,14.61,7.4,Departamento,56,54,3,1,1,0,26,Excelente,Mixto,Sur,0,0,1,0,0,238.54,13100.0,91200.0,2023-09-06,1
SC-04997,Av. Banzer (norte),4,Medio-Alto,-17.716713,-63.183245,7.49,1.47,Departamento,97,93,4,3,1,2,12,Regular,Hormigón armado,Sur,0,0,0,0,1,532.12,47500.0,330600.0,2022-03-07,1
SC-04998,Las Palmas,2,Alto-Medio,-17.769788,-63.2001,3.38,4.42,Local Comercial,715,287,6,4,2,3,33,Malo,Hormigón armado,Noreste,1,0,1,0,0,429.85,126500.0,880400.0,2024-02-28,1
SC-04999,El Trompillo,2,Medio-Alto,-17.806891,-63.193709,3.89,8.53,Casa,351,250,5,1,1,3,0,Regular,Hormigón armado,Norte,0,1,0,0,1,562.42,139500.0,970900.0,2022-10-25,0
SC-05000,Los Pozos,3,Medio,-17.776171,-63.179049,1.07,5.12,Departamento,164,146,1,2,1,2,27,Malo,Ladrillo,Suroeste,0,0,0,1,0,153.6,22300.0,155200.0,2023-01-04,1
SC-05001,Av. Paurito,5,Medio-Bajo,-17.793206,-63.23323,6.55,7.02,Terreno,607,0,0,0,0,0,0,Bueno,Mixto,Oeste,0,0,1,0,0,219.19,135900.0,945900.0,2023-05-29,1
SC-05002,Palermo,3,Medio,-17.792639,-63.168563,2.49,6.95,Departamento,149,138,2,2,1,2,18,Regular,Mixto,Noreste,0,0,0,0,0,336.67,44600.0,310400.0,2022-12-11,0
SC-05003,Av. Banzer (norte),4,Medio-Alto,-17.715964,-63.169121,8.8,1.56,Terreno,163,0,0,0,0,0,0,Malo,Hormigón armado,Oeste,0,0,1,0,1,322.14,53900.0,375100.0,2023-10-30,1
SC-05004,Urbarí,2,Alto,-17.764924,-63.185657,2.39,3.88,Terreno,651,0,0,0,0,0,0,Regular,Mixto,Suroeste,1,0,0,0,0,472.63,315500.0,2195900.0,2023-10-18,1
SC-05005,Palermo,3,Medio,-17.768678,-63.17814,2.0,4.29,Departamento,93,90,4,2,1,1,7,Bueno,Adobe,Sureste,0,0,0,1,0,308.32,28600.0,199100.0,2022-07-20,0
SC-05006,Norte (Radial 26),4,Medio-Alto,-17.733495,-63.170522,6.71,0.39,Departamento,141,130,1,2,1,0,7,Malo,Hormigón armado,Oeste,0,0,1,1,0,375.95,48000.0,334100.0,2023-02-08,1
SC-05007,Norte (Radial 26),4,Medio-Alto,-17.722248,-63.181299,6.82,0.86,Departamento,95,87,1,1,1,2,10,Excelente,Mixto,Este,0,0,0,0,1,632.66,55900.0,389100.0,2023-09-17,1
SC-05008,Barrio Sirari,3,Medio-Alto,-17.735521,-63.173563,6.16,0.61,Departamento,116,102,1,1,1,0,8,Regular,Hormigón armado,Noroeste,0,0,0,0,1,378.05,37500.0,261000.0,2023-05-15,1
SC-05009,Urbarí,2,Alto,-17.767467,-63.205461,4.2,4.16,Casa,475,294,6,4,1,4,24,Regular,Hormigón armado,Este,1,0,1,0,0,437.1,124500.0,866500.0,2022-09-16,1
SC-05010,Plan 3000,4,Bajo,-17.799337,-63.13464,6.82,7.7,Terreno,601,0,0,0,0,0,0,Bueno,Hormigón armado,Norte,0,0,1,0,0,218.77,127400.0,886700.0,2023-04-27,1
SC-05011,Av. Cristo Redentor,3,Medio,-17.764923,-63.176485,2.59,3.88,Casa,168,72,2,1,3,3,36,Bueno,Hormigón armado,Noroeste,0,1,1,0,0,323.11,23700.0,165000.0,2024-04-08,1
SC-05012,Hamacas,2,Alto-Medio,-17.736574,-63.203471,7.42,0.73,Departamento,178,163,4,1,1,2,13,Malo,Hormigón armado,Sureste,0,0,1,1,0,405.39,68700.0,478200.0,2022-01-20,1
SC-05013,Av. Paurito,5,Medio-Bajo,-17.796745,-63.215603,5.08,7.41,Casa,362,146,2,2,3,1,10,Bueno,Hormigón armado,Este,0,1,0,0,0,163.92,24300.0,169100.0,2023-03-14,1
SC-05014,Cotoca (periurbano),6,Bajo,-17.820124,-63.065762,16.41,10.0,Penthouse,94,91,1,3,1,1,2,Bueno,Hormigón armado,Noreste,0,0,1,1,0,181.85,16400.0,114100.0,2022-05-12,1
SC-05015,Urbarí,2,Alto,-17.775525,-63.203782,3.13,5.05,Terreno,267,0,0,0,0,0,0,Bueno,Mixto,Noroeste,1,0,0,0,1,534.67,139800.0,973000.0,2024-04-13,0
SC-05016,Equipetrol Sur,3,Alto,-17.774282,-63.171553,2.07,4.92,Casa,187,108,5,2,3,0,10,Bueno,Hormigón armado,Suroeste,0,0,1,0,1,732.16,80600.0,561000.0,2022-08-28,1
SC-05017,Palermo,3,Medio,-17.787711,-63.185435,0.89,6.41,Terreno,331,0,0,0,0,0,0,Bueno,Adobe,Suroeste,0,0,0,0,0,340.97,108800.0,757200.0,2023-03-15,0
SC-05018,Villa 1ro de Mayo,4,Bajo,-17.824155,-63.148532,8.11,10.45,Casa,395,260,3,1,1,3,47,Malo,Adobe,Suroeste,0,1,0,0,0,82.93,21700.0,151000.0,2022-10-25,0
SC-05019,Palermo,3,Medio,-17.781953,-63.169452,1.44,5.77,Casa,548,221,6,3,1,4,33,Bueno,Hormigón armado,Noroeste,0,0,0,0,0,316.94,69500.0,483700.0,2024-03-10,1
SC-05020,Las Palmas,2,Alto-Medio,-17.760589,-63.185778,2.89,3.4,Casa,103,80,6,4,3,1,16,Bueno,Hormigón armado,Suroeste,1,1,0,0,1,938.57,74500.0,518500.0,2024-05-12,0
SC-05021,Norte (Radial 26),4,Medio-Alto,-17.723352,-63.180238,6.81,0.74,Casa,220,180,6,2,1,4,7,Bueno,Mixto,Suroeste,0,0,0,0,1,590.89,104600.0,728000.0,2023-01-12,0
SC-05022,El Trompillo,2,Medio-Alto,-17.781838,-63.201158,2.15,5.75,Penthouse,149,138,2,3,1,2,22,Bueno,Mixto,Sureste,0,0,1,0,0,785.23,105900.0,737100.0,2024-03-13,1
SC-05023,Equipetrol Norte,3,Alto,-17.748985,-63.19101,4.73,2.11,Terreno,274,0,0,0,0,0,0,Bueno,Steel frame,Noroeste,1,0,0,0,1,900.34,257900.0,1795000.0,2022-10-26,1
SC-05024,Beni (zona norte),3,Medio-Alto,-17.750236,-63.173334,4.55,2.25,Oficina,304,123,6,3,3,1,12,Malo,Hormigón armado,Sureste,0,0,1,0,0,446.72,53100.0,369600.0,2022-08-25,1
SC-05025,Los Pozos,3,Medio,-17.78918,-63.156608,3.37,6.57,Departamento,126,125,4,2,1,0,16,Malo,Hormigón armado,Norte,0,0,0,0,0,215.03,26100.0,181700.0,2022-12-19,1
SC-05026,Palermo,3,Medio,-17.770156,-63.175818,2.08,4.46,Casa,245,161,4,2,3,2,10,Regular,Hormigón armado,Norte,0,1,1,0,0,325.58,54800.0,381400.0,2023-07-26,1
SC-05027,Plan 3000,4,Bajo,-17.795138,-63.14715,5.03,7.23,Casa,298,135,6,2,1,0,49,Bueno,Ladrillo,Noreste,0,1,1,0,0,212.56,28000.0,194900.0,2024-04-02,1
SC-05028,Av. Banzer (norte),4,Medio-Alto,-17.742633,-63.175105,5.21,1.4,Casa,98,80,2,4,2,3,46,Regular,Hormigón armado,Noreste,0,1,0,0,1,337.28,26200.0,182400.0,2024-02-29,1
SC-05029,Urbarí,2,Alto,-17.777102,-63.191974,1.71,5.23,Casa,697,338,5,2,1,1,26,Malo,Hormigón armado,Suroeste,0,1,1,0,1,555.41,184100.0,1281300.0,2023-07-10,1
SC-05030,Plan 3000,4,Bajo,-17.80819,-63.131245,8.16,8.68,Casa,238,163,5,4,2,3,25,Regular,Hormigón armado,Este,0,0,0,0,0,223.54,36500.0,254000.0,2024-06-05,1
SC-05031,Norte (Radial 26),4,Medio-Alto,-17.707604,-63.16194,10.49,2.49,Terreno,185,0,0,0,0,0,0,Excelente,Mixto,Suroeste,0,0,0,0,1,393.72,72900.0,507400.0,2023-09-18,1
SC-05032,Av. Banzer (norte),4,Medio-Alto,-17.716334,-63.196877,8.97,1.52,Local Comercial,141,57,4,1,3,2,43,Bueno,Ladrillo,Suroeste,0,0,0,0,1,405.12,22100.0,153800.0,2024-01-30,1
SC-05033,Urbarí,2,Alto,-17.764812,-63.198949,3.81,3.86,Oficina,123,82,6,1,3,1,9,Bueno,Hormigón armado,Norte,0,0,0,0,1,854.26,67700.0,471200.0,2022-10-11,1
