id_cliente,perfil_estimado,edad,genero,ingreso_mensual_bs,ingreso_mensual_usd_ref,presupuesto_max_usd,presupuesto_max_bs,fuente_contacto,dispositivo_principal,tipo_propiedad_buscada,zona_preferida_1,anillo_preferido,estrato_zona_preferida,zonas_visitadas_conteo,habitaciones_minimo,superficie_minima_m2,superficie_maxima_m2,precio_minimo_usd,precio_maximo_usd,precio_minimo_bs,precio_maximo_bs,necesita_garage,necesita_jardin,prefiere_amueblado,acepta_planos,propiedades_vistas,contactos_realizados,favoritos_guardados,dias_activo_plataforma,sesiones_totales,frecuencia_busqueda,vio_video_propiedad,solicito_visita,cerro_trato,score_engagement,tiempo_decision_dias,calificacion_atencion,fecha_registro
CLI-05874,Joven_prof,27,F,4970.0,714.08,21000.0,146200.0,WhatsApp,Móvil,Penthouse,Av. Paurito,5,Medio-Bajo,3,2,184,299,12000.0,21000.0,83500.0,146200.0,1,0,1,1,11,5,9,307,25,Mensual,0,1,0,46.0,,2.0,2022-03-20
CLI-05875,Joven_prof,27,M,8115.0,1165.95,47000.0,327100.0,Referido,Móvil,Penthouse,Casco Viejo,1,Medio,3,3,169,454,26000.0,47000.0,181000.0,327100.0,0,0,1,0,36,2,17,185,162,Ocasional,1,1,0,100.0,,3.0,2024-03-06
CLI-05876,Inversor,40,F,69563.0,9994.68,192000.0,1336300.0,Llamada telefónica,Móvil,Casa,Urbarí,2,Alto,2,3,280,517,106000.0,192000.0,737800.0,1336300.0,1,1,1,0,42,6,4,57,146,Ocasional,0,1,1,90.8,54.0,3.0,2024-01-26
CLI-05877,Inversor,40,M,25090.0,3604.89,251000.0,1747000.0,Visita directa,Móvil,Local Comercial,Hamacas,2,Alto-Medio,4,3,248,529,138000.0,251000.0,960500.0,1747000.0,1,1,1,0,9,13,20,58,137,Diaria,1,1,0,100.0,,5.0,2022-10-25
CLI-05878,Joven_prof,34,M,8646.0,1242.24,47000.0,327100.0,Llamada telefónica,Móvil,Departamento,Sur (Doble Vía La Guardia),4,Medio,2,3,108,284,26000.0,47000.0,181000.0,327100.0,0,1,1,1,22,12,18,284,196,Semanal,1,1,0,100.0,,2.0,2022-06-14
CLI-05879,Empresa,34,F,39978.0,5743.97,563000.0,3918500.0,Referido,Móvil,Oficina,Equipetrol Norte,3,Alto,1,1,70,136,310000.0,563000.0,2157600.0,3918500.0,0,0,1,0,47,15,9,141,83,Semanal,0,1,0,100.0,,3.0,2023-01-08
CLI-05880,Familia,47,M,17483.0,2511.93,42000.0,292300.0,Visita directa,Móvil,Casa,Urbarí,2,Alto,3,1,200,351,23000.0,42000.0,160100.0,292300.0,0,0,1,0,48,9,4,304,69,Diaria,0,1,1,79.7,492.0,5.0,2023-10-29
CLI-05881,Joven_prof,26,F,8159.0,1172.27,20000.0,139200.0,Visita directa,Desktop,Departamento,Equipetrol Norte,3,Alto,4,2,171,437,11000.0,20000.0,76600.0,139200.0,0,0,0,1,55,6,17,152,54,Ocasional,1,1,1,95.7,629.0,1.0,2023-06-11
CLI-05882,Familia,34,M,8992.0,1291.95,66000.0,459400.0,Visita directa,Móvil,Casa,Av. Paurito,5,Medio-Bajo,3,2,65,214,36000.0,66000.0,250600.0,459400.0,0,0,0,1,51,1,8,217,172,Varias veces/semana,0,0,0,96.1,,4.0,2024-03-05
CLI-05883,Joven_prof,30,F,9317.0,1338.65,10000.0,69600.0,Instagram,Móvil,Departamento,El Trompillo,2,Medio-Alto,2,1,109,329,6000.0,10000.0,41800.0,69600.0,1,1,1,1,56,12,20,327,100,Varias veces/semana,0,1,0,100.0,,4.0,2023-07-11
CLI-05884,Familia,35,M,17865.0,2566.81,96000.0,668200.0,WhatsApp,Móvil,Duplex,Los Pozos,3,Medio,4,1,152,341,53000.0,96000.0,368900.0,668200.0,1,0,1,1,30,9,0,64,133,Diaria,1,1,0,81.9,,5.0,2022-07-16
CLI-05885,Familia,46,M,9677.0,1390.37,52000.0,361900.0,Portal web,Móvil,Casa,Equipetrol Sur,3,Alto,4,2,129,262,29000.0,52000.0,201800.0,361900.0,1,0,0,0,42,4,11,159,176,Varias veces/semana,0,1,0,100.0,,2.0,2023-11-06
CLI-05886,Joven_prof,33,F,6639.0,953.88,49000.0,341000.0,Facebook,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,1,3,204,317,27000.0,49000.0,187900.0,341000.0,1,1,1,1,80,11,1,209,118,Diaria,0,1,0,100.0,,3.0,2024-04-11
CLI-05887,Empresa,45,M,26702.0,3836.49,461000.0,3208600.0,WhatsApp,Móvil,Local Comercial,Palermo,3,Medio,2,3,192,535,254000.0,461000.0,1767800.0,3208600.0,1,0,1,0,11,8,5,140,190,Ocasional,1,1,1,96.5,587.0,2.0,2024-04-17
CLI-05888,Familia,39,M,5729.0,823.13,27000.0,187900.0,Llamada telefónica,Móvil,Casa,Las Palmas,2,Alto-Medio,2,1,173,316,15000.0,27000.0,104400.0,187900.0,1,0,1,1,37,5,15,157,9,Mensual,1,1,0,66.2,,1.0,2023-08-08
CLI-05889,Jubilado,77,F,4840.0,695.4,26000.0,181000.0,Llamada telefónica,Desktop,Casa,Los Pozos,3,Medio,4,3,196,260,14000.0,26000.0,97400.0,181000.0,0,1,1,0,49,8,5,223,113,Ocasional,1,1,0,92.4,,5.0,2022-02-03
CLI-05890,Empresa,30,No especificado,28952.0,4159.77,173000.0,1204100.0,Visita directa,Móvil,Terreno,Urbarí,2,Alto,4,3,143,419,95000.0,173000.0,661200.0,1204100.0,0,1,0,0,23,12,13,72,133,Mensual,0,1,0,100.0,,1.0,2022-07-17
CLI-05891,Familia,30,M,7712.0,1108.05,96000.0,668200.0,Instagram,Móvil,Casa,Las Palmas,2,Alto-Medio,4,3,214,391,53000.0,96000.0,368900.0,668200.0,1,0,0,0,3,13,8,357,179,Mensual,0,1,0,100.0,,2.0,2022-09-04
CLI-05892,Familia,38,F,13124.0,1885.63,92000.0,640300.0,Referido,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,3,1,229,596,51000.0,92000.0,355000.0,640300.0,0,0,1,0,40,9,18,91,137,Varias veces/semana,1,1,0,100.0,,5.0,2022-07-04
CLI-05893,Joven_prof,29,M,5904.0,848.28,13000.0,90500.0,Instagram,Móvil,Penthouse,Equipetrol Sur,3,Alto,2,1,66,290,7000.0,13000.0,48700.0,90500.0,1,1,0,1,52,4,18,62,89,Mensual,1,1,0,100.0,,5.0,2023-09-02
CLI-05894,Inversor,48,M,67344.0,9675.86,68000.0,473300.0,Visita directa,Móvil,Casa,El Trompillo,2,Medio-Alto,4,4,220,471,37000.0,68000.0,257500.0,473300.0,0,1,1,0,64,2,9,145,71,Mensual,0,1,0,77.3,,5.0,2024-03-10
CLI-05895,Joven_prof,27,F,5987.0,860.2,20000.0,139200.0,Facebook,Móvil,Penthouse,Plan 3000,4,Bajo,3,4,262,336,11000.0,20000.0,76600.0,139200.0,1,0,0,0,9,3,7,105,154,Diaria,1,0,0,73.7,,5.0,2023-06-23
CLI-05896,Joven_prof,22,F,5427.0,779.74,36000.0,250600.0,Llamada telefónica,Móvil,Penthouse,Urbarí,2,Alto,1,3,95,404,20000.0,36000.0,139200.0,250600.0,1,0,1,1,40,7,15,294,187,Mensual,1,1,0,100.0,,4.0,2022-05-24
CLI-05897,Joven_prof,33,F,4568.0,656.32,29000.0,201800.0,Portal web,Móvil,Penthouse,Plan 3000,4,Bajo,4,4,54,327,16000.0,29000.0,111400.0,201800.0,0,1,1,0,72,14,7,66,42,Ocasional,1,1,0,100.0,,4.0,2023-04-09
CLI-05898,Inversor,43,M,56515.0,8119.97,265000.0,1844400.0,Referido,Desktop,Departamento,Equipetrol Norte,3,Alto,3,3,150,479,146000.0,265000.0,1016200.0,1844400.0,1,0,0,1,25,15,5,203,124,Varias veces/semana,1,1,1,100.0,470.0,4.0,2023-03-08
CLI-05899,Familia,37,F,9826.0,1411.78,48000.0,334100.0,Visita directa,Desktop,Duplex,Beni (zona norte),3,Medio-Alto,2,1,165,377,26000.0,48000.0,181000.0,334100.0,0,0,0,0,48,7,16,335,7,Diaria,1,1,0,79.1,,2.0,2023-07-23
CLI-05900,Joven_prof,33,M,5891.0,846.41,32000.0,222700.0,Referido,Móvil,Departamento,Los Pozos,3,Medio,4,3,231,572,18000.0,32000.0,125300.0,222700.0,0,0,0,1,62,8,16,227,81,Varias veces/semana,0,1,1,100.0,433.0,3.0,2022-11-09
CLI-05901,Jubilado,77,F,3424.0,491.95,28000.0,194900.0,Llamada telefónica,Móvil,Departamento,Las Palmas,2,Alto-Medio,2,3,214,378,15000.0,28000.0,104400.0,194900.0,0,0,1,1,9,10,15,224,78,Semanal,1,1,0,87.9,,4.0,2023-10-05
CLI-05902,Inversor,52,M,39395.0,5660.2,240000.0,1670400.0,Llamada telefónica,Desktop,Departamento,Cotoca (periurbano),6,Bajo,4,3,271,486,132000.0,240000.0,918700.0,1670400.0,1,1,1,0,17,5,19,357,25,Semanal,1,1,1,69.0,253.0,4.0,2023-03-13
CLI-05903,Familia,37,F,8287.0,1190.66,104000.0,723800.0,WhatsApp,Tablet,Casa,Barrio Sirari,3,Medio-Alto,2,3,59,364,57000.0,104000.0,396700.0,723800.0,0,1,1,0,20,12,12,294,60,Mensual,1,1,0,88.0,,5.0,2022-03-19
CLI-05904,Inversor,59,M,33532.0,4817.82,193000.0,1343300.0,WhatsApp,Desktop,Local Comercial,Los Pozos,3,Medio,1,3,133,286,106000.0,193000.0,737800.0,1343300.0,1,0,1,0,34,11,20,300,163,Diaria,1,1,0,100.0,,2.0,2023-11-07
CLI-05905,Empresa,30,M,117243.0,16845.26,764000.0,5317400.0,Llamada telefónica,Móvil,Terreno,Los Pozos,3,Medio,3,1,152,383,420000.0,764000.0,2923200.0,5317400.0,0,0,0,1,30,7,15,173,157,Varias veces/semana,1,1,0,100.0,,2.0,2023-08-26
CLI-05906,Inversor,45,F,43251.0,6214.22,48000.0,334100.0,Instagram,Desktop,Terreno,Av. Paurito,5,Medio-Bajo,4,3,269,539,26000.0,48000.0,181000.0,334100.0,0,0,0,1,49,13,17,305,73,Mensual,1,1,0,100.0,,1.0,2022-12-27
CLI-05907,Joven_prof,34,M,9367.0,1345.83,14000.0,97400.0,Llamada telefónica,Móvil,Departamento,El Trompillo,2,Medio-Alto,2,4,49,182,8000.0,14000.0,55700.0,97400.0,0,1,1,0,57,0,4,356,67,Diaria,1,0,0,56.6,,,2023-04-18
CLI-05908,Familia,40,F,17006.0,2443.39,92000.0,640300.0,Referido,Desktop,Casa,Av. Banzer (norte),4,Medio-Alto,3,3,76,292,51000.0,92000.0,355000.0,640300.0,1,0,1,0,55,15,6,321,122,Mensual,1,1,0,100.0,,2.0,2023-06-06
CLI-05909,Familia,34,M,17145.0,2463.36,85000.0,591600.0,Referido,Desktop,Casa,Equipetrol Norte,3,Alto,1,3,93,148,47000.0,85000.0,327100.0,591600.0,1,1,0,0,77,6,10,359,184,Diaria,1,1,0,100.0,,2.0,2023-04-20
CLI-05910,Inversor,57,M,79682.0,11448.56,156000.0,1085800.0,WhatsApp,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,3,4,136,377,86000.0,156000.0,598600.0,1085800.0,1,0,1,0,52,12,20,334,102,Semanal,1,1,0,100.0,,5.0,2023-09-20
CLI-05911,Joven_prof,28,M,5643.0,810.78,26000.0,181000.0,WhatsApp,Móvil,Departamento,Norte (Radial 26),4,Medio-Alto,4,1,287,472,14000.0,26000.0,97400.0,181000.0,1,0,1,1,63,8,13,24,86,Semanal,1,1,0,100.0,,3.0,2022-08-02
CLI-05912,Familia,35,F,9554.0,1372.7,57000.0,396700.0,Referido,Móvil,Casa,Beni (zona norte),3,Medio-Alto,4,4,134,420,31000.0,57000.0,215800.0,396700.0,0,0,0,0,77,8,7,307,174,Mensual,1,1,0,100.0,,5.0,2022-01-07
CLI-05913,Inversor,54,F,72538.0,10422.13,190000.0,1322400.0,Instagram,Móvil,Casa,Equipetrol Sur,3,Alto,1,3,271,624,105000.0,190000.0,730800.0,1322400.0,1,0,0,0,37,9,16,241,1,Ocasional,0,1,0,77.8,,5.0,2023-08-10
CLI-05914,Joven_prof,29,F,8217.0,1180.6,22000.0,153100.0,Llamada telefónica,Móvil,Penthouse,Hamacas,2,Alto-Medio,4,3,124,441,12000.0,22000.0,83500.0,153100.0,0,0,0,1,29,0,19,239,190,Mensual,1,0,0,100.0,,,2022-02-09
CLI-05915,Jubilado,64,F,5962.0,856.61,30000.0,208800.0,Visita directa,Móvil,Casa,Casco Viejo,1,Medio,4,2,182,351,16000.0,30000.0,111400.0,208800.0,1,0,0,1,14,13,15,219,76,Semanal,1,1,0,98.8,,3.0,2022-02-17
CLI-05916,Inversor,39,M,25337.0,3640.37,240000.0,1670400.0,Referido,Móvil,Casa,Casco Viejo,1,Medio,1,3,107,450,132000.0,240000.0,918700.0,1670400.0,1,0,1,1,30,13,5,239,11,Semanal,0,1,0,67.3,,2.0,2022-04-28
CLI-05917,Joven_prof,23,M,8954.0,1286.49,27000.0,187900.0,Llamada telefónica,Tablet,Penthouse,Hamacas,2,Alto-Medio,4,1,97,495,15000.0,27000.0,104400.0,187900.0,0,0,1,1,31,6,4,129,55,Mensual,1,1,0,58.0,,1.0,2024-04-03
CLI-05918,Inversor,58,M,50170.0,7208.33,142000.0,988300.0,Facebook,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,2,2,188,462,78000.0,142000.0,542900.0,988300.0,1,0,0,1,35,7,4,56,76,Diaria,0,1,0,69.3,,5.0,2023-06-21
CLI-05919,Empresa,53,M,52923.0,7603.88,660000.0,4593600.0,WhatsApp,Móvil,Oficina,Cotoca (periurbano),6,Bajo,1,1,209,334,363000.0,660000.0,2526500.0,4593600.0,1,1,0,1,71,10,0,350,169,Ocasional,1,1,0,100.0,,2.0,2023-05-06
CLI-05920,Jubilado,75,M,5089.0,731.18,44000.0,306200.0,Referido,Móvil,Casa,Casco Viejo,1,Medio,3,3,155,240,24000.0,44000.0,167000.0,306200.0,0,0,0,0,61,8,4,305,159,Semanal,0,1,0,100.0,,3.0,2022-01-09
CLI-05921,Joven_prof,28,F,6461.0,928.3,16000.0,111400.0,Facebook,Móvil,Penthouse,Villa 1ro de Mayo,4,Bajo,1,4,207,602,9000.0,16000.0,62600.0,111400.0,1,1,0,0,55,8,13,270,169,Mensual,1,1,0,100.0,,2.0,2023-01-03
CLI-05922,Familia,33,F,13285.0,1908.76,112000.0,779500.0,Referido,Desktop,Duplex,Barrio Sirari,3,Medio-Alto,4,3,264,430,62000.0,112000.0,431500.0,779500.0,1,1,0,0,23,12,19,271,31,Mensual,0,1,0,94.8,,4.0,2023-10-28
CLI-05923,Jubilado,60,F,4946.0,710.63,45000.0,313200.0,Facebook,Móvil,Departamento,Palermo,3,Medio,1,1,127,183,25000.0,45000.0,174000.0,313200.0,1,0,0,1,55,4,10,200,131,Ocasional,1,1,0,98.8,,2.0,2022-05-18
CLI-05924,Familia,45,M,5503.0,790.66,113000.0,786500.0,Instagram,Desktop,Casa,Equipetrol Sur,3,Alto,4,3,295,483,62000.0,113000.0,431500.0,786500.0,1,0,1,1,10,14,9,219,28,Mensual,1,1,0,73.4,,1.0,2022-11-30
CLI-05925,Familia,36,M,9005.0,1293.82,46000.0,320200.0,Facebook,Móvil,Casa,Sur (Doble Vía La Guardia),4,Medio,4,3,95,216,25000.0,46000.0,174000.0,320200.0,0,1,0,0,3,6,17,257,128,Varias veces/semana,0,1,0,91.9,,5.0,2022-10-13
CLI-05926,Joven_prof,31,M,6552.0,941.38,28000.0,194900.0,Portal web,Móvil,Penthouse,Av. Cristo Redentor,3,Medio,2,1,257,556,15000.0,28000.0,104400.0,194900.0,0,1,0,0,62,4,1,247,97,Semanal,0,1,0,74.1,,5.0,2023-07-21
CLI-05927,Familia,36,M,17511.0,2515.95,32000.0,222700.0,WhatsApp,Móvil,Duplex,Norte (Radial 26),4,Medio-Alto,4,4,92,153,18000.0,32000.0,125300.0,222700.0,1,1,0,1,11,11,13,207,71,Semanal,0,1,0,85.8,,3.0,2024-03-03
CLI-05928,Familia,43,F,13959.0,2005.6,26000.0,181000.0,Portal web,Desktop,Casa,Beni (zona norte),3,Medio-Alto,4,2,138,206,14000.0,26000.0,97400.0,181000.0,0,0,1,0,44,11,16,145,125,Mensual,0,1,0,100.0,,5.0,2023-06-12
CLI-05929,Jubilado,60,M,3288.0,472.41,61000.0,424600.0,Portal web,Móvil,Casa,Casco Viejo,1,Medio,1,3,253,483,34000.0,61000.0,236600.0,424600.0,0,1,1,0,34,4,12,12,96,Diaria,0,1,0,81.8,,3.0,2022-06-01
CLI-05930,Familia,46,M,15453.0,2220.26,64000.0,445400.0,Referido,Desktop,Duplex,Av. Paurito,5,Medio-Bajo,3,2,129,521,35000.0,64000.0,243600.0,445400.0,0,0,1,1,9,12,11,328,100,Ocasional,0,1,1,92.5,290.0,3.0,2023-11-17
CLI-05931,Inversor,55,M,66307.0,9526.87,282000.0,1962700.0,Visita directa,Móvil,Casa,Las Palmas,2,Alto-Medio,4,1,270,384,155000.0,282000.0,1078800.0,1962700.0,1,1,1,0,22,3,20,10,170,Semanal,0,0,0,100.0,,3.0,2023-03-08
CLI-05932,Familia,47,M,17165.0,2466.24,51000.0,355000.0,Facebook,Móvil,Casa,Warnes,6,Bajo,2,1,76,203,28000.0,51000.0,194900.0,355000.0,1,0,1,1,78,11,2,90,26,Diaria,0,1,0,83.8,,4.0,2023-05-31
CLI-05933,Familia,47,M,9058.0,1301.44,91000.0,633400.0,Instagram,Móvil,Duplex,Plan 3000,4,Bajo,4,1,208,346,50000.0,91000.0,348000.0,633400.0,0,1,0,1,60,2,11,129,86,Semanal,1,0,0,83.8,,2.0,2022-06-18
CLI-05934,Inversor,52,F,57516.0,8263.79,136000.0,946600.0,Instagram,Desktop,Terreno,Av. Paurito,5,Medio-Bajo,3,2,286,436,75000.0,136000.0,522000.0,946600.0,1,0,1,1,40,12,19,75,112,Semanal,1,1,0,100.0,,5.0,2023-04-24
CLI-05935,Inversor,55,M,29864.0,4290.8,197000.0,1371100.0,Instagram,Desktop,Terreno,Warnes,6,Bajo,1,3,87,451,108000.0,197000.0,751700.0,1371100.0,1,1,1,0,8,12,9,321,163,Varias veces/semana,0,1,1,100.0,370.0,1.0,2023-04-14
CLI-05936,Jubilado,58,M,3863.0,555.03,19000.0,132200.0,Visita directa,Móvil,Departamento,Norte (Radial 26),4,Medio-Alto,2,4,171,425,10000.0,19000.0,69600.0,132200.0,0,0,0,1,7,6,18,165,142,Ocasional,0,1,0,100.0,,1.0,2023-03-16
CLI-05937,Inversor,36,F,56551.0,8125.14,218000.0,1517300.0,Portal web,Móvil,Local Comercial,Cotoca (periurbano),6,Bajo,4,4,281,545,120000.0,218000.0,835200.0,1517300.0,1,1,1,1,36,11,6,156,91,Ocasional,1,1,0,90.3,,1.0,2023-07-09
CLI-05938,Familia,35,M,9735.0,1398.71,102000.0,709900.0,Instagram,Móvil,Duplex,Plan 3000,4,Bajo,4,2,167,405,56000.0,102000.0,389800.0,709900.0,0,1,0,0,48,0,14,142,37,Semanal,0,0,0,63.1,,,2022-08-31
CLI-05939,Empresa,37,F,31999.0,4597.56,422000.0,2937100.0,Visita directa,Desktop,Local Comercial,Warnes,6,Bajo,1,2,102,286,232000.0,422000.0,1614700.0,2937100.0,0,0,1,1,34,0,18,193,6,Semanal,1,0,0,54.8,,,2022-05-26
CLI-05940,Inversor,53,M,77162.0,11086.49,81000.0,563800.0,Visita directa,Móvil,Local Comercial,Villa 1ro de Mayo,4,Bajo,1,3,183,483,45000.0,81000.0,313200.0,563800.0,0,1,1,0,26,13,17,173,144,Varias veces/semana,1,1,0,100.0,,4.0,2023-01-21
CLI-05941,Empresa,35,M,41371.0,5944.11,334000.0,2324600.0,Facebook,Móvil,Terreno,Beni (zona norte),3,Medio-Alto,2,2,284,521,184000.0,334000.0,1280600.0,2324600.0,1,0,0,0,21,9,19,224,33,Ocasional,0,1,0,85.4,,3.0,2023-12-14
CLI-05942,Joven_prof,30,M,5243.0,753.3,18000.0,125300.0,WhatsApp,Móvil,Departamento,Av. Paurito,5,Medio-Bajo,4,1,62,323,10000.0,18000.0,69600.0,125300.0,0,0,1,0,7,12,11,156,52,Diaria,1,1,0,77.1,,5.0,2024-05-21
CLI-05943,Familia,40,F,17348.0,2492.53,51000.0,355000.0,Llamada telefónica,Móvil,Casa,Av. Cristo Redentor,3,Medio,1,2,93,255,28000.0,51000.0,194900.0,355000.0,1,0,1,0,32,4,10,273,9,Ocasional,1,1,0,50.7,,4.0,2022-07-31
CLI-05944,Empresa,48,F,30685.0,4408.76,725000.0,5046000.0,Instagram,Tablet,Local Comercial,Av. Paurito,5,Medio-Bajo,4,1,122,274,399000.0,725000.0,2777000.0,5046000.0,1,1,1,1,20,7,8,329,146,Semanal,1,1,0,90.8,,1.0,2022-04-05
CLI-05945,Familia,38,M,10827.0,1555.6,92000.0,640300.0,Instagram,Desktop,Duplex,Beni (zona norte),3,Medio-Alto,4,3,294,432,51000.0,92000.0,355000.0,640300.0,1,1,1,0,7,5,9,42,20,Diaria,1,1,0,42.5,,1.0,2024-05-03
CLI-05946,Joven_prof,35,F,5888.0,845.98,52000.0,361900.0,Instagram,Desktop,Departamento,Av. Banzer (norte),4,Medio-Alto,1,3,164,267,29000.0,52000.0,201800.0,361900.0,0,0,0,0,39,0,16,70,143,Diaria,1,0,0,94.4,,,2023-12-15
CLI-05947,Joven_prof,28,M,5371.0,771.7,39000.0,271400.0,Instagram,Desktop,Penthouse,Hamacas,2,Alto-Medio,1,4,53,166,21000.0,39000.0,146200.0,271400.0,0,1,0,1,75,4,16,160,191,Mensual,0,1,1,100.0,701.0,1.0,2022-04-10
CLI-05948,Jubilado,74,M,5341.0,767.39,27000.0,187900.0,Visita directa,Desktop,Departamento,Equipetrol Sur,3,Alto,2,4,287,626,15000.0,27000.0,104400.0,187900.0,1,0,0,1,66,10,14,245,141,Mensual,0,1,0,100.0,,1.0,2024-05-08
CLI-05949,Inversor,55,M,67098.0,9640.52,244000.0,1698200.0,Llamada telefónica,Móvil,Casa,Villa 1ro de Mayo,4,Bajo,1,2,235,560,134000.0,244000.0,932600.0,1698200.0,0,1,0,0,42,15,3,334,169,Mensual,0,1,0,100.0,,3.0,2022-07-20
CLI-05950,Joven_prof,29,M,9767.0,1403.3,51000.0,355000.0,Portal web,Desktop,Penthouse,Av. Banzer (norte),4,Medio-Alto,2,3,245,497,28000.0,51000.0,194900.0,355000.0,1,0,0,0,55,15,11,362,5,Mensual,1,1,0,96.0,,2.0,2022-07-31
CLI-05951,Inversor,58,F,40260.0,5784.48,189000.0,1315400.0,Portal web,Desktop,Terreno,Palermo,3,Medio,3,3,225,416,104000.0,189000.0,723800.0,1315400.0,0,1,0,0,18,3,19,93,40,Mensual,1,0,0,68.0,,4.0,2022-10-24
CLI-05952,Familia,46,F,17029.0,2446.7,15000.0,104400.0,Visita directa,Desktop,Duplex,Av. Paurito,5,Medio-Bajo,4,1,96,437,8000.0,15000.0,55700.0,104400.0,1,1,1,0,46,10,7,181,181,Varias veces/semana,0,1,0,100.0,,4.0,2023-09-25
CLI-05953,Familia,50,M,13156.0,1890.23,38000.0,264500.0,Visita directa,Móvil,Casa,Norte (Radial 26),4,Medio-Alto,2,4,61,455,21000.0,38000.0,146200.0,264500.0,0,1,1,0,51,10,16,8,125,Diaria,1,1,1,100.0,142.0,2.0,2022-05-12
CLI-05954,Familia,31,M,14604.0,2098.28,99000.0,689000.0,Visita directa,Desktop,Casa,Casco Viejo,1,Medio,3,3,208,455,54000.0,99000.0,375800.0,689000.0,1,0,0,1,73,15,17,106,76,Diaria,1,1,0,100.0,,3.0,2024-05-06
CLI-05955,Empresa,47,M,92731.0,13323.42,797000.0,5547100.0,Portal web,Móvil,Terreno,Villa 1ro de Mayo,4,Bajo,2,4,97,349,438000.0,797000.0,3048500.0,5547100.0,0,0,1,0,56,13,0,330,95,Varias veces/semana,1,1,0,95.5,,1.0,2023-02-24
CLI-05956,Familia,37,M,11230.0,1613.51,74000.0,515000.0,Visita directa,Móvil,Duplex,Villa 1ro de Mayo,4,Bajo,1,2,169,385,41000.0,74000.0,285400.0,515000.0,1,0,0,0,25,8,6,53,37,Semanal,1,1,0,59.6,,3.0,2023-08-05
CLI-05957,Familia,30,F,10317.0,1482.33,117000.0,814300.0,Llamada telefónica,Desktop,Casa,Villa 1ro de Mayo,4,Bajo,3,2,225,356,64000.0,117000.0,445400.0,814300.0,0,0,0,0,33,8,16,141,151,Diaria,1,1,0,100.0,,1.0,2022-09-28
CLI-05958,Joven_prof,23,M,9498.0,1364.66,54000.0,375800.0,WhatsApp,Móvil,Penthouse,Av. Paurito,5,Medio-Bajo,1,1,211,265,30000.0,54000.0,208800.0,375800.0,1,1,1,0,43,1,8,20,33,Ocasional,0,0,0,50.4,,1.0,2022-08-04
CLI-05959,Joven_prof,30,M,9902.0,1422.7,50000.0,348000.0,Llamada telefónica,Móvil,Departamento,Equipetrol Norte,3,Alto,1,3,293,409,28000.0,50000.0,194900.0,348000.0,0,0,0,1,32,6,2,131,24,Semanal,0,1,0,45.2,,1.0,2022-02-22
CLI-05960,Joven_prof,28,F,9551.0,1372.27,14000.0,97400.0,Instagram,Móvil,Penthouse,Casco Viejo,1,Medio,3,3,123,362,8000.0,14000.0,55700.0,97400.0,1,0,0,0,68,3,19,192,111,Diaria,1,0,0,100.0,,2.0,2022-04-20
CLI-05961,Inversor,39,F,26279.0,3775.72,269000.0,1872200.0,Llamada telefónica,Desktop,Local Comercial,Barrio Sirari,3,Medio-Alto,2,2,230,571,148000.0,269000.0,1030100.0,1872200.0,1,1,0,0,27,5,6,346,59,Varias veces/semana,0,1,0,58.2,,4.0,2024-03-23
CLI-05962,Inversor,51,F,62242.0,8942.82,266000.0,1851400.0,Llamada telefónica,Móvil,Casa,Warnes,6,Bajo,3,1,102,343,146000.0,266000.0,1016200.0,1851400.0,0,1,0,0,70,11,8,156,177,Ocasional,1,1,0,100.0,,5.0,2024-04-03
CLI-05963,Jubilado,64,F,5138.0,738.22,20000.0,139200.0,Visita directa,Tablet,Casa,Cotoca (periurbano),6,Bajo,4,4,218,453,11000.0,20000.0,76600.0,139200.0,1,1,1,0,23,7,3,238,93,Diaria,1,1,1,66.4,425.0,4.0,2023-02-12
CLI-05964,Joven_prof,31,M,9458.0,1358.91,44000.0,306200.0,Portal web,Móvil,Departamento,Villa 1ro de Mayo,4,Bajo,1,1,71,471,24000.0,44000.0,167000.0,306200.0,0,1,1,1,74,15,19,8,200,Semanal,0,1,1,100.0,505.0,5.0,2023-10-21
CLI-05965,Joven_prof,34,F,7210.0,1035.92,33000.0,229700.0,WhatsApp,Móvil,Departamento,Plan 3000,4,Bajo,2,1,171,501,18000.0,33000.0,125300.0,229700.0,1,0,0,0,57,6,12,277,165,Varias veces/semana,0,1,1,100.0,642.0,5.0,2022-07-24
CLI-05966,Familia,42,F,12459.0,1790.09,56000.0,389800.0,Facebook,Móvil,Duplex,Warnes,6,Bajo,3,4,291,520,31000.0,56000.0,215800.0,389800.0,1,0,0,0,74,9,11,316,38,Semanal,1,1,0,97.4,,3.0,2022-02-10
CLI-05967,Jubilado,78,F,5262.0,756.03,74000.0,515000.0,Facebook,Tablet,Departamento,Urbarí,2,Alto,1,2,127,467,41000.0,74000.0,285400.0,515000.0,1,0,0,1,1,11,2,294,177,Varias veces/semana,0,1,0,90.6,,5.0,2023-01-07
CLI-05968,Familia,28,F,8288.0,1190.8,19000.0,132200.0,Facebook,Desktop,Duplex,Av. Paurito,5,Medio-Bajo,3,2,70,246,10000.0,19000.0,69600.0,132200.0,1,0,1,0,77,0,13,296,197,Ocasional,1,0,0,100.0,,,2024-03-31
